attrs,blueprint,content,description,description_text,filename,hero_image,id,level,logo,marks,product-categories,start,tagline,text,textAlign,title,type,updated_at,updated_by,website
,manufacturer,,,,magnepan,20.7_s_Pair-2_1800x1800-1649886280.webp,a1bc679d-2575-49b5-b383-070c024b598e,,magnepan_logo_sm_200x.webp,,,,"'Premium speaker technology for audio perfectionists'","'Magnepan has been manufacturing innovative, world class stereo speakers for 47 years. Jim Winey, the inventor of the Magneplanar loudspeaker, first owned electrostatic loudspeakers and began experimenting to design an improved electrostatic speaker. In 1969, Jim invented the Magneplanar, a thin-film magnetic equivalent to the electrostat and founded Magnepan. Corporate and manufacturing facilities are located in White Bear Lake, Minnesota, a small community north of the Twin Cities of St. Paul and Minneapolis. Having outgrown its original facilities, Magnepan’s current plant is over 50,000 square feet in addition to corporate and engineering offices. To date, over 200,000 pairs of Magneplanar loudspeakers have found their way into the homes of music lovers the world over. Magneplanars are American-made with virtually all American parts. And we are proud to say — “Made in America. Sold in China.”'",,Magnepan,text,1649886372,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://magnepan.com/'
,,,,,mcintosh,,,,,,,,,,,,,,,
,manufacturer,,,,mola-mola,mola-mola-kula-front.jpg,f4645f57-c1fa-43a5-8c4c-69a7134a758c,,mola-mola-logo.png,,,,"'Truth is Beauty'","'The result is something never before heard of in high-end audio: amplifiers and converters whose output signal cannot be distinguished, by ear, from the input signal. So what does that sound like? In a few words: natural, nimble, rich and musically enthralling.'",,"'Mola Mola'",text,1745604206,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://www.mola-mola.nl/index.php'
,manufacturer,,,,moon-audio,moon.jpg,19c5d57b-0567-40d5-9d10-bb7ab10356aa,,logo-moon.jpg,,,,"'Make time stop'","'The same intensity is echoed in each exacting detail of the MOON experience. Perfection is sought, demanded; relentlessly enforced. The MOON trademark obsession-to-detail ensures that your first astoundingly authentic sound experience remains equally powerful with every listen. Every year. Every generation.'",,"'Simaudio Moon'",text,1749159542,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://simaudio.com/'
,,,,,msb,,,,,,,,,,,,,,,
,manufacturer,,,,o-audio,o_audio_session_23867-copy.webp,676537c9-801c-4ede-9465-4aa28b5f5c70,,o-audio---black.webp,,,,"'Where Innovation Meets Heritage'","'At Munich HighEnd 2024, Ø Audio gained increased traction in the Asian and European markets, with the latest addition in the form of a major presence in the US we are setting the stage for an even stronger 2025.'",,"'O Audio'",text,1753541382,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://www.oaudio.no/'
,,,,,ortofon,,,,,,,,,,,,,,,
,manufacturer,,,,pass-labs,,f33484db-072d-4ee3-8830-885841bd0144,,passlabs_logo.jpg,,,,"'Elevate Your Experience'","'To reach that goal, we continually strive to design amplifiers that deliver great sound, measure well and are reliable. This is achieved through ongoing R&D, and lots and lots of listening. Oscilloscopes and distortion analyzers are excellent tools, but they historically make lousy customers. Our real customers care most about the experience they get when they sit down to listen to their music.'",left,"'Pass Labs'",text,1749159261,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'http://www.passlabs.com'
,,,,,pure-fidelity,,,,,,,,,,,,,,,
,manufacturer,,,,rega,elicit-r.jpg,721789d8-be8d-44cc-9c35-a5c8b27ddb09,3,rega.gif,,,,"'From the very beginning to the present day our products remain at the cutting edge of technology.'","""\_will deliver the best possible audio performance whilst remaining simple to use and easy to setup""",left,Rega,text,1749144017,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'http://www.rega.co.uk/'
,,,,,rel-acoustics,,,,,,,,,,,,,,,
,manufacturer,,,,revival-audio,A5-Product-Shot-5-800x800.webp,109ca9c7-24bb-4bcc-ad6a-a632714c898d,,logo-landscape.webp,,,,"'Exceptional Performance - Unparalleled Value'","'Please join us, to unseal the magical moment of listening!'",,"'Revival Audio'",text,1716052489,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://revivalaudio.fr/'
,manufacturer,,,,roon,,c3aa7735-5617-4281-b1c6-057eeb487785,,roon-logo.png,,,,"'The music player for music lovers'","""At the heart of every Roon system is a Roon Core. This is the brain behind the entire Roon experience – it manages your music collection, streams to your audio devices, and stores the Roon database. Nucleus was developed by the Roon team to provide a silent, high-performance, power-efficient appliance to host the Roon Core. Every aspect of the hardware, operating system, and software is optimized to make Nucleus the very best way to run Roon-by the same team who made Roon.\_\_""",left,Roon,text,1749061492,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://roonlabs.com/'
,manufacturer,,,,shanling,,d5760e53-aee5-4248-82d4-4cbe27d528ce,,sponsor_shanling_logo_320x240_01a.jpg,,,,"'Integrity & Innovation'","'Today, main offices of Shanling are located in Shenzhen and factory is in Dongguang. Shanling is a high-tech company combining R&D, production, processing and sales of products, including Hi-Res portable music players, portable amplifiers, Hi-Fi headphones, SACD/CD players, Hi-Fi amplifiers, power conditioners and many other Hi-Fi products. We have established close relationship with many international top hi-end manufacturers and enjoy a good reputation in the industry.'",,Shanling,text,1731596687,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://en.shanling.com/'
,manufacturer,,,,shunyata-research,sp-sig-v2-full-1200x800.jpg,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,'3',shunyata-logo-transparent-300x110.png,,,,"'Shunyata Research has proven instrumental in advancing the state of high performance power conditioning and system cabling.'","'Due to extreme parts customization, patented science and measurable advances in signal transfer, Shunyata Research products have earned applications within many of the world’s finest recording, mastering and film studios, as well as from esteemed surgeons and hospitals that depend on visual imaging and signal resolution. While many high-end cable and power-product companies point to a media review or magazine award as a sign of accomplishment, Shunyata products have earned global recognition and awards from countless media outlets. Cumulatively, these obvious markers for success place Shunyata Research products in a class by themselves.'",,"'Shunyata Research'",text,1649862950,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://shunyata.com'
,manufacturer,,,,siltech,380L_A-1647016725.jpg,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,Siltech-Logo.png,,,,"'Products of sound engineering'","""Siltech’s superior metallurgy and innovative precision construction techniques underpin the exceptional sound of our designs – which now extend to state-of-the-art amplification and loudspeakers. Our emphasis on engineering delivers superlative sound.\_""",,Siltech,text,1655924151,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://www.siltechcables.com/'
,,,,,solid-steel,,,,,,,,,,,,,,,
,,,,,sonus-faber,,,,,,,,,,,,,,,
,manufacturer,,,,spl,ProFi-WebTitle_Director_Mk2-1536x1123.jpg,acf161da-7e67-422e-8398-0e869e7d70d6,,spl-logo-download.png,,,,"'SOUND PERFORMANCE – MADE IN GERMANY'","""\_technology.""",,SPL,text,1677704288,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://spl.audio/en/professional-fidelity-en/'
,manufacturer,,,,stax,Stax-DSC02933.jpg,d1c5259a-186a-489e-ba70-04823e3f075b,,staxaudio-logo.png,,,,"'Electrostatic Audio Products'","""STAX was found in 1938. In 1959, STAX developed the world’s first electrostatic headphone and introduced SR-1 in 1960.\_ Today STAX continues their tradition by offering the finest headphones for both professional and audiophile applications. \_STAX refers to all its headphones “EARSPEAKERS”; such Ultra-High Fidelity devices for reproducing music can only be compared with the best cost-no-object loudspeakers, not other headphones. \_The term ”EARSPEAKER” is, therefore, more descriptive of STAX’s contribution to today’s most advanced level of sonic transduction.""",,Stax,text,1649862896,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://staxaudio.com/'
,,,,,stenheim,,,,,,,,,,,,,,,
,,,,,sumiko,,,,,,,,,,,,,,,
,manufacturer,,,,sutherland,,7ba65b16-79c3-47fb-9d6a-995354450369,,sutherland.gif,,,,,,,Sutherland,,,,
,manufacturer,,,,ton-traeger,,af6abc03-1fdf-4687-8612-50da39ef993c,,ton-trager-logo.png,,,,,"""It is not a stand specifically made for bass, detail,\_midrange, speed, dynamics, high notes or whatever. It is a stand to support all the virtues of Harbeth speakers without adding any character of its own, you can ask more of a stand!""",left,"'Ton Träger'",text,1732308289,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,
,manufacturer,,,,torus-power,dcaf451634bb4e9c4bcf5188c1f81579.jpg,6ee21529-c3b0-4c8a-9571-7c7358bcde62,,Torus-Power-LOGO-e1484955027414.jpg,,,,"'Toroidal Isolation Power Transformers'","""Torus Power RM, AVR, and AVR2 series\_models use extra heavy duty medical grade outlets custom manufactured by Hubbell.\_These outlets provide greater contact force, reduced heat buildup, and redundant\_grounding, and are vastly superior to\_commercial grade outlets.\_""",,"'Torus Power'",bold,1666115705,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://www.toruspower.com/na-rm/'
,manufacturer,,,,transrotor,,77deafaf-8941-4abc-9498-a84cdb3cce81,,transrotor-logo.png,,,,"'Turntables since 1971 - precision engineering, aesthetics, highest precision'","'Transrotor was born in the best days of the vinyl record. We are certain that the future still belongs to vinyl records. The signs speak for us. Our portfolio is designed to appeal to fans of vinyl, precision engineering and aesthetically sophisticated designs. The worldwide trade press appreciates us. But what is even more important to us are our friends on all continents.'",,Transrotor,text,1722441132,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://transrotor.de/en'
,manufacturer,,,,wireworld,ses10.webp,828aa14b-9f0c-418a-af54-2ec585b70f2a,,logo.jpg,,,,Xtraordinary,"'Utilizing multiple patented technologies, ultra premium grade materials, and the truest testing methodology, we have created a product and a brand we are proud of, and we think its the best in the wire world. A bold claim, but reviewers around the world will concur, if you want a professional audio cable that performs as if there is no cable in your system at all, then Wireworld is the cable for you.'",,Wireworld,text,1745604113,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://wireworldcable.com/'
,manufacturer,,,,yg-acoustics,ygacoustic081219107-resize-e1580934135859-1613762407.jpg,ccbe2ee8-656d-493e-87ef-efeaf1dd41e5,'4',download1.png,,,,"'PUSHING THE LIMITS OF PERFECTION'","'Most importantly, we are committed to long-lasting relationships with our customers and music lovers around the world.'",,"'YG Acoustics'",text,1694894632,87ca4130-78f3-4ed1-8b64-aa552d3d08a8,'https://www.yg-acoustics.com/'
